t_us,x,y,z,qw,qx,qy,qz
1532402932791308,398.766614,1143.516666,0.000000,0.604669,-0.000677,0.010800,-0.796404
1532402932797137,398.756444,1143.481497,0.000000,0.604694,-0.000624,0.010822,-0.796384
1532402932797423,398.756051,1143.480241,0.000000,0.604792,-0.000623,0.010823,-0.796309
1532402932820055,398.717111,1143.345462,0.000000,0.605247,-0.000392,0.010905,-0.795963
1532402932826562,398.705996,1143.306893,0.000000,0.605373,-0.000322,0.010929,-0.795867
1532402932839466,398.684452,1143.232012,0.000000,0.605577,-0.000195,0.010965,-0.795711
1532402932846888,398.672066,1143.188940,0.000000,0.605695,-0.000126,0.010982,-0.795621
1532402932849713,398.667371,1143.172502,0.000000,0.605737,-0.000081,0.011003,-0.795589
1532402932854844,398.658831,1143.142677,0.000000,0.605815,-0.000034,0.011031,-0.795529
1532402932862460,398.646153,1143.098409,0.000000,0.605931,0.000027,0.011080,-0.795440
1532402932870339,398.633073,1143.052595,0.000000,0.606055,0.000074,0.011145,-0.795345
1532402932877893,398.620554,1143.008661,0.000000,0.606176,0.000105,0.011231,-0.795251
1532402932887525,398.604487,1142.952421,0.000000,0.606325,0.000137,0.011338,-0.795136
1532402932890833,398.598724,1142.932578,0.000000,0.606363,0.000154,0.011366,-0.795107
1532402932897233,398.588496,1142.896183,0.000000,0.606486,0.000168,0.011444,-0.795012
1532402932897423,398.587235,1142.893048,0.000000,0.606439,0.000192,0.011414,-0.795048
1532402932901561,398.580015,1142.868226,0.000000,0.606487,0.000216,0.011445,-0.795011
1532402932904844,398.574285,1142.848534,0.000000,0.606525,0.000234,0.011473,-0.794982
1532402932912460,398.561110,1142.802905,0.000000,0.606623,0.000277,0.011538,-0.794906
1532402932913786,398.558816,1142.794961,0.000000,0.606640,0.000285,0.011550,-0.794893
1532402932920339,398.547474,1142.755706,0.000000,0.606725,0.000321,0.011606,-0.794827
1532402932924860,398.539642,1142.728623,0.000000,0.606784,0.000346,0.011644,-0.794782
1532402932927893,398.534435,1142.709887,0.000000,0.606856,0.000363,0.011671,-0.794726
1532402932937525,398.517942,1142.649912,0.000000,0.607112,0.000408,0.011731,-0.794529
1532402932946976,398.501759,1142.591040,0.000000,0.607364,0.000443,0.011809,-0.794336
1532402932947423,398.501016,1142.588305,0.000000,0.607373,0.000445,0.011813,-0.794328
1532402932948517,398.499155,1142.581517,0.000000,0.607401,0.000449,0.011823,-0.794307
1532402932961477,398.477121,1142.501097,0.000000,0.607732,0.000503,0.011951,-0.794052
1532402932977096,398.450748,1142.404454,0.000000,0.608131,0.000593,0.012066,-0.793745
1532402932984001,398.439120,1142.361772,0.000000,0.608308,0.000632,0.012125,-0.793608
1532402932996739,398.417678,1142.283028,0.000000,0.608634,0.000702,0.012239,-0.793356
1532402932999421,398.412488,1142.266781,0.000000,0.608594,0.000738,0.012203,-0.793388
1532402933005584,398.401810,1142.228833,0.000000,0.608703,0.000794,0.012210,-0.793304
1532402933027893,398.362998,1142.091357,0.000000,0.609107,0.001014,0.012214,-0.792993
1532402933035760,398.349763,1142.042887,0.000000,0.609284,0.001095,0.012225,-0.792857
1532402933037525,398.346794,1142.032012,0.000000,0.609323,0.001112,0.012229,-0.792827
1532402933047060,398.330763,1141.973256,0.000000,0.609537,0.001182,0.012265,-0.792662
1532402933047100,398.330727,1141.973063,0.000000,0.609529,0.001183,0.012265,-0.792668
1532402933047423,398.330192,1141.971084,0.000000,0.609534,0.001185,0.012266,-0.792664
1532402933059383,398.310329,1141.897827,0.000000,0.609729,0.001239,0.012310,-0.792513
1532402933069226,398.293952,1141.837556,0.000000,0.609893,0.001253,0.012340,-0.792387
1532402933091486,398.257250,1141.703010,0.000000,0.610503,0.001273,0.012421,-0.791915
1532402933096824,398.248302,1141.670550,0.000000,0.610708,0.001260,0.012466,-0.791757
1532402933104844,398.235435,1141.622506,0.000000,0.610794,0.001232,0.012541,-0.791690
1532402933106201,398.233229,1141.614340,0.000000,0.610824,0.001225,0.012555,-0.791666
1532402933112460,398.223095,1141.576732,0.000000,0.610963,0.001195,0.012618,-0.791557
1532402933120339,398.210334,1141.529389,0.000000,0.611140,0.001156,0.012697,-0.791420
1532402933122359,398.207061,1141.517252,0.000000,0.611185,0.001146,0.012718,-0.791385
1532402933127893,398.198006,1141.483856,0.000000,0.611302,0.001111,0.012792,-0.791293
1532402933129398,398.195521,1141.474739,0.000000,0.611332,0.001098,0.012816,-0.791270
1532402933137525,398.182108,1141.425502,0.000000,0.611494,0.001031,0.012964,-0.791142
1532402933145278,398.169316,1141.378530,0.000000,0.611649,0.000953,0.013115,-0.791020
1532402933146604,398.167129,1141.370496,0.000000,0.611676,0.000955,0.013129,-0.790999
1532402933147423,398.165802,1141.365579,0.000000,0.611691,0.000931,0.013157,-0.790987
1532402933154844,398.153639,1141.320773,0.000000,0.611834,0.000861,0.013301,-0.790874
1532402933162460,398.141150,1141.274790,0.000000,0.611981,0.000774,0.013450,-0.790757
1532402933170339,398.128292,1141.227311,0.000000,0.612139,0.000676,0.013599,-0.790633
1532402933171442,398.126498,1141.220673,0.000000,0.612161,0.000665,0.013618,-0.790616
1532402933177893,398.115999,1141.181847,0.000000,0.612292,0.000599,0.013725,-0.790512
1532402933181522,398.110090,1141.160005,0.000000,0.612366,0.000571,0.013779,-0.790454
1532402933187525,398.100326,1141.123667,0.000000,0.612516,0.000528,0.013866,-0.790336
1532402933196700,398.085432,1141.067750,0.000000,0.612793,0.000497,0.013918,-0.790120
1532402933196926,398.084983,1141.067298,0.000000,0.612680,0.000498,0.013919,-0.790208
1532402933197423,398.084258,1141.063343,0.000000,0.612815,0.000495,0.013922,-0.790103
1532402933204387,398.072958,1141.020900,0.000000,0.613026,0.000479,0.013954,-0.789940
1532402933215243,398.055147,1140.954592,0.000000,0.613241,0.000457,0.014004,-0.789772
1532402933246434,398.005789,1140.767332,0.000000,0.613971,0.000436,0.014063,-0.789203
1532402933246669,398.005419,1140.765911,0.000000,0.613981,0.000436,0.014063,-0.789195
1532402933251099,397.998630,1140.739674,0.000000,0.614102,0.000434,0.014064,-0.789102
1532402933254844,397.992884,1140.717470,0.000000,0.614206,0.000427,0.014071,-0.789020
1532402933262460,397.981201,1140.672314,0.000000,0.614418,0.000403,0.014102,-0.788854
1532402933267132,397.974063,1140.644638,0.000000,0.614550,0.000382,0.014132,-0.788751
1532402933270339,397.969189,1140.625665,0.000000,0.614642,0.000368,0.014156,-0.788679
1532402933273720,397.964052,1140.605662,0.000000,0.614738,0.000355,0.014184,-0.788603
1532402933277893,397.957712,1140.580973,0.000000,0.614858,0.000339,0.014218,-0.788510
1532402933287525,397.943082,1140.524092,0.000000,0.615124,0.000311,0.014310,-0.788301
1532402933289298,397.940391,1140.513691,0.000000,0.615167,0.000304,0.014329,-0.788267
1532402933296791,397.929006,1140.469165,0.000000,0.615398,0.000270,0.014423,-0.788085
1532402933297423,397.928049,1140.466028,0.000000,0.615363,0.000268,0.014431,-0.788112
1532402933321497,397.891673,1140.325007,0.000000,0.615968,0.000144,0.014720,-0.787634
1532402933326283,397.884472,1140.297009,0.000000,0.616097,0.000115,0.014768,-0.787532
1532402933341566,397.861802,1140.207750,0.000000,0.616576,-0.000013,0.014925,-0.787154
1532402933346758,397.854104,1140.177420,0.000000,0.616739,-0.000063,0.014974,-0.787026
1532402933351432,397.847217,1140.150215,0.000000,0.616876,-0.000109,0.015012,-0.786917
1532402933354844,397.842184,1140.130342,0.000000,0.616978,-0.000144,0.015037,-0.786837
1532402933362467,397.830941,1140.085940,0.000000,0.617205,-0.000225,0.015107,-0.786658
1532402933364950,397.827279,1140.071477,0.000000,0.617278,-0.000252,0.015133,-0.786599
1532402933370339,397.819400,1140.040107,0.000000,0.617440,-0.000317,0.015195,-0.786471
1532402933377893,397.808363,1139.996136,0.000000,0.617666,-0.000424,0.015291,-0.786292
1532402933387525,397.794396,1139.940110,0.000000,0.617965,-0.000556,0.015416,-0.786054
1532402933396499,397.781740,1139.888052,0.000000,0.618279,-0.000668,0.015513,-0.785805
1532402933396568,397.781531,1139.887595,0.000000,0.618280,-0.000669,0.015514,-0.785804
1532402933397423,397.780438,1139.882692,0.000000,0.618311,-0.000680,0.015523,-0.785780
1532402933401424,397.774798,1139.859479,0.000000,0.618451,-0.000726,0.015564,-0.785669
1532402933404844,397.769978,1139.839636,0.000000,0.618571,-0.000764,0.015598,-0.785574
1532402933411538,397.760609,1139.800829,0.000000,0.618797,-0.000840,0.015664,-0.785394
1532402933412460,397.759319,1139.795484,0.000000,0.618829,-0.000850,0.015673,-0.785369
1532402933420339,397.748297,1139.749809,0.000000,0.619095,-0.000939,0.015751,-0.785157
1532402933424301,397.742755,1139.726841,0.000000,0.619229,-0.000981,0.015788,-0.785051
1532402933427893,397.737828,1139.706327,0.000000,0.619348,-0.001015,0.015820,-0.784956
1532402933437525,397.724695,1139.651548,0.000000,0.619665,-0.001090,0.015882,-0.784705
1532402933439671,397.721770,1139.639341,0.000000,0.619735,-0.001108,0.015894,-0.784649
1532402933446309,397.712722,1139.601577,0.000000,0.619953,-0.001159,0.015938,-0.784476
1532402933447423,397.711219,1139.595261,0.000000,0.619987,-0.001172,0.015936,-0.784449
1532402933471095,397.679178,1139.460747,0.000000,0.620734,-0.001299,0.015914,-0.783859
1532402933471540,397.678578,1139.458214,0.000000,0.620748,-0.001303,0.015913,-0.783848
1532402933487175,397.657533,1139.369348,0.000000,0.621241,-0.001469,0.015894,-0.783457
1532402933493662,397.648838,1139.332771,0.000000,0.621445,-0.001541,0.015883,-0.783295
1532402933496629,397.644799,1139.315445,0.000000,0.621540,-0.001573,0.015877,-0.783220
1532402933504844,397.633854,1139.269720,0.000000,0.621796,-0.001671,0.015861,-0.783017
1532402933509947,397.627064,1139.240936,0.000000,0.621959,-0.001734,0.015852,-0.782887
1532402933512460,397.623723,1139.226761,0.000000,0.622039,-0.001764,0.015847,-0.782824
1532402933520339,397.613239,1139.182317,0.000000,0.622292,-0.001861,0.015832,-0.782623
1532402933527893,397.603182,1139.139794,0.000000,0.622537,-0.001975,0.015827,-0.782428
1532402933537525,397.590372,1139.085804,0.000000,0.622856,-0.002154,0.015868,-0.782172
1532402933545916,397.579221,1139.038753,0.000000,0.623134,-0.002315,0.015893,-0.781950
1532402933546394,397.578582,1139.036080,0.000000,0.623151,-0.002325,0.015894,-0.781937
1532402933546567,397.578358,1139.035097,0.000000,0.623155,-0.002328,0.015895,-0.781934
1532402933547423,397.577224,1139.030290,0.000000,0.623182,-0.002345,0.015897,-0.781912
1532402933557169,397.564310,1138.975559,0.000000,0.623495,-0.002555,0.015899,-0.781662
1532402933568675,397.549104,1138.910914,0.000000,0.623866,-0.002829,0.015939,-0.781363
1532402933588192,397.523423,1138.800790,0.000000,0.624507,-0.003228,0.015987,-0.780849
1532402933596146,397.513001,1138.756414,0.000000,0.624770,-0.003383,0.015999,-0.780638
1532402933604844,397.501363,1138.705167,0.000000,0.625044,-0.003498,0.015939,-0.780419
1532402933612460,397.491262,1138.661434,0.000000,0.625290,-0.003616,0.015919,-0.780221
1532402933616245,397.486239,1138.639700,0.000000,0.625413,-0.003674,0.015908,-0.780123
1532402933620339,397.480804,1138.616191,0.000000,0.625545,-0.003738,0.015897,-0.780017
1532402933626683,397.472493,1138.580082,0.000000,0.625751,-0.003840,0.015871,-0.779852
1532402933627893,397.470973,1138.573379,0.000000,0.625791,-0.003861,0.015865,-0.779820
1532402933631586,397.466337,1138.552919,0.000000,0.625913,-0.003928,0.015848,-0.779722
1532402933637525,397.458884,1138.520014,0.000000,0.626110,-0.004036,0.015820,-0.779564
1532402933644114,397.450619,1138.483504,0.000000,0.626328,-0.004149,0.015803,-0.779388
1532402933646462,397.447674,1138.470492,0.000000,0.626406,-0.004189,0.015797,-0.779326
1532402933647431,397.446463,1138.465099,0.000000,0.626431,-0.004205,0.015795,-0.779305
1532402933654844,397.437178,1138.423951,0.000000,0.626658,-0.004304,0.015801,-0.779122
1532402933655711,397.436092,1138.419139,0.000000,0.626685,-0.004315,0.015802,-0.779100
1532402933677893,397.408424,1138.295845,0.000000,0.627376,-0.004582,0.015984,-0.778539
1532402933687525,397.396341,1138.241700,0.000000,0.627688,-0.004690,0.016094,-0.778284
1532402933690870,397.392011,1138.222189,0.000000,0.627807,-0.004729,0.016134,-0.778187
1532402933696230,397.384945,1138.190839,0.000000,0.627995,-0.004793,0.016198,-0.778034
1532402933697423,397.383531,1138.183966,0.000000,0.628040,-0.004807,0.016212,-0.777997
1532402933701604,397.378122,1138.159578,0.000000,0.628188,-0.004863,0.016266,-0.777876
1532402933707097,397.371032,1138.127542,0.000000,0.628384,-0.004938,0.016337,-0.777716
1532402933714479,397.361575,1138.084523,0.000000,0.628646,-0.005040,0.016433,-0.777501
1532402933729754,397.342100,1137.995975,0.000000,0.629194,-0.005253,0.016654,-0.777052
1532402933746013,397.321731,1137.903000,0.000000,0.629792,-0.005477,0.016891,-0.776561
1532402933754844,397.310743,1137.852574,0.000000,0.630098,-0.005517,0.016978,-0.776310
1532402933761196,397.302837,1137.816299,0.000000,0.630319,-0.005571,0.017055,-0.776129
1532402933762460,397.301263,1137.809081,0.000000,0.630363,-0.005582,0.017070,-0.776093
1532402933770339,397.291532,1137.764105,0.000000,0.630643,-0.005642,0.017151,-0.775863
1532402933776659,397.283760,1137.728036,0.000000,0.630871,-0.005673,0.017192,-0.775676
1532402933777142,397.283166,1137.725280,0.000000,0.630889,-0.005676,0.017195,-0.775662
1532402933777893,397.282242,1137.720994,0.000000,0.630916,-0.005680,0.017200,-0.775640
1532402933787525,397.270591,1137.666415,0.000000,0.631278,-0.005733,0.017246,-0.775344
1532402933788980,397.268917,1137.658349,0.000000,0.631339,-0.005744,0.017255,-0.775294
1532402933796318,397.259595,1137.615836,0.000000,0.631580,-0.005782,0.017287,-0.775096
1532402933797423,397.259208,1137.611539,0.000000,0.631694,-0.005821,0.017319,-0.775002
1532402933836647,397.214632,1137.393932,0.000000,0.633360,-0.006166,0.017672,-0.773631
1532402933846122,397.203979,1137.341314,0.000000,0.633770,-0.006256,0.017785,-0.773292
1532402933851740,397.197408,1137.309452,0.000000,0.633971,-0.006301,0.017887,-0.773124
1532402933851831,397.197302,1137.308936,0.000000,0.633975,-0.006302,0.017889,-0.773121
1532402933854844,397.193787,1137.291870,0.000000,0.634084,-0.006330,0.017936,-0.773030
1532402933858887,397.189070,1137.268970,0.000000,0.634231,-0.006367,0.018003,-0.772908
1532402933862509,397.184845,1137.248454,0.000000,0.634362,-0.006393,0.018074,-0.772798
1532402933870339,397.175859,1137.204306,0.000000,0.634619,-0.006446,0.018225,-0.772583
1532402933876094,397.169306,1137.171953,0.000000,0.634796,-0.006465,0.018321,-0.772436
1532402933877893,397.167253,1137.161839,0.000000,0.634851,-0.006471,0.018352,-0.772390
1532402933887525,397.156279,1137.107711,0.000000,0.635148,-0.006482,0.018517,-0.772142
1532402933895870,397.146643,1137.060764,0.000000,0.635402,-0.006486,0.018662,-0.771929
1532402933897423,397.145162,1137.052199,0.000000,0.635461,-0.006467,0.018683,-0.771880
1532402933904844,397.136803,1137.010579,0.000000,0.635696,-0.006444,0.018813,-0.771684
1532402933906205,397.135282,1137.002947,0.000000,0.635739,-0.006438,0.018838,-0.771647
1532402933912460,397.128338,1136.967878,0.000000,0.635942,-0.006412,0.018952,-0.771477
1532402933920339,397.119565,1136.923702,0.000000,0.636198,-0.006378,0.019096,-0.771263
1532402933921675,397.118074,1136.916211,0.000000,0.636241,-0.006372,0.019121,-0.771227
1532402933926729,397.112484,1136.887823,0.000000,0.636427,-0.006342,0.019211,-0.771072
1532402933927893,397.111222,1136.881261,0.000000,0.636480,-0.006332,0.019231,-0.771028
1532402933934378,397.104191,1136.844704,0.000000,0.636775,-0.006255,0.019330,-0.770782
1532402933937525,397.100779,1136.826964,0.000000,0.636919,-0.006216,0.019377,-0.770662
1532402933946170,397.090594,1136.778856,0.000000,0.637037,-0.006101,0.019509,-0.770562
1532402933947423,397.090105,1136.771197,0.000000,0.637368,-0.006093,0.019564,-0.770287
1532402933950357,397.086998,1136.754695,0.000000,0.637500,-0.006057,0.019621,-0.770176
1532402933981306,397.053989,1136.580573,0.000000,0.638803,-0.005675,0.020287,-0.769082
1532402933995941,397.038441,1136.498334,0.000000,0.639377,-0.005524,0.020624,-0.768597
1532402933997596,397.036525,1136.488061,0.000000,0.639387,-0.005524,0.020682,-0.768587
1532402934001728,397.032083,1136.464518,0.000000,0.639531,-0.005492,0.020787,-0.768464
1532402934004807,397.028773,1136.446976,0.000000,0.639638,-0.005478,0.020866,-0.768373
1532402934004844,397.028733,1136.446765,0.000000,0.639640,-0.005478,0.020867,-0.768372
1532402934012460,397.020651,1136.403475,0.000000,0.639901,-0.005442,0.021064,-0.768150
1532402934020339,397.012291,1136.358692,0.000000,0.640171,-0.005405,0.021267,-0.767919
1532402934020647,397.011965,1136.356941,0.000000,0.640181,-0.005403,0.021275,-0.767910
1532402934027893,397.004261,1136.315527,0.000000,0.640430,-0.005370,0.021485,-0.767697
1532402934037525,396.993989,1136.259975,0.000000,0.640763,-0.005367,0.021771,-0.767412
1532402934046254,396.984686,1136.209624,0.000000,0.641063,-0.005369,0.022031,-0.767153
1532402934048294,396.982571,1136.197908,0.000000,0.641131,-0.005363,0.022073,-0.767096
1532402934056821,396.973619,1136.148889,0.000000,0.641413,-0.005348,0.022280,-0.766853
1532402934071617,396.958086,1136.063910,0.000000,0.641933,-0.005351,0.022563,-0.766410
1532402934076742,396.952803,1136.034524,0.000000,0.642127,-0.005359,0.022647,-0.766245
1532402934079949,396.949493,1136.016129,0.000000,0.642249,-0.005364,0.022700,-0.766141
1532402934094946,396.934425,1135.933760,0.000000,0.642732,-0.005423,0.022912,-0.765730
1532402934096020,396.932848,1135.923876,0.000000,0.642860,-0.005400,0.022970,-0.765620
1532402934104844,396.924597,1135.880645,0.000000,0.643020,-0.005490,0.023001,-0.765484
1532402934112460,396.917178,1135.839791,0.000000,0.643261,-0.005540,0.023059,-0.765280
1532402934120339,396.909475,1135.797522,0.000000,0.643512,-0.005593,0.023120,-0.765066
1532402934126082,396.903824,1135.766687,0.000000,0.643695,-0.005638,0.023154,-0.764911
1532402934127893,396.902007,1135.756837,0.000000,0.643751,-0.005657,0.023162,-0.764863
1532402934137525,396.892348,1135.704444,0.000000,0.644052,-0.005799,0.023191,-0.764608
1532402934142675,396.887187,1135.676427,0.000000,0.644212,-0.005899,0.023195,-0.764473
1532402934146351,396.883504,1135.656427,0.000000,0.644326,-0.005933,0.023216,-0.764375
1532402934147423,396.882445,1135.650601,0.000000,0.644356,-0.005999,0.023194,-0.764351
1532402934149906,396.879975,1135.637099,0.000000,0.644428,-0.006051,0.023191,-0.764289
1532402934150966,396.878920,1135.631335,0.000000,0.644459,-0.006073,0.023187,-0.764263
1532402934154844,396.875056,1135.610247,0.000000,0.644572,-0.006153,0.023174,-0.764168
1532402934162460,396.867449,1135.568831,0.000000,0.644794,-0.006311,0.023148,-0.763980
1532402934170072,396.859935,1135.527441,0.000000,0.645028,-0.006474,0.023119,-0.763781
1532402934170339,396.859674,1135.525989,0.000000,0.645037,-0.006480,0.023118,-0.763774
1532402934177893,396.852256,1135.484912,0.000000,0.645279,-0.006656,0.023089,-0.763569
1532402934187525,396.842754,1135.432390,0.000000,0.645596,-0.006878,0.023039,-0.763300
1532402934196106,396.834201,1135.385850,0.000000,0.645861,-0.007075,0.022991,-0.763076
1532402934197423,396.833018,1135.377835,0.000000,0.645962,-0.007086,0.022951,-0.762992
1532402934201889,396.828618,1135.353220,0.000000,0.646127,-0.007177,0.022907,-0.762853
1532402934217866,396.813066,1135.265232,0.000000,0.646740,-0.007475,0.022735,-0.762335
1532402934224949,396.806175,1135.226233,0.000000,0.647015,-0.007610,0.022654,-0.762103
1532402934225939,396.805227,1135.220668,0.000000,0.647061,-0.007630,0.022641,-0.762064
1532402934240481,396.791408,1135.138186,0.000000,0.647779,-0.007869,0.022424,-0.761457
1532402934246430,396.785753,1135.104431,0.000000,0.648073,-0.007976,0.022334,-0.761209
1532402934254844,396.777895,1135.056871,0.000000,0.648487,-0.008000,0.022186,-0.760860
1532402934262460,396.770772,1135.013799,0.000000,0.648862,-0.008050,0.022049,-0.760544
1532402934270339,396.763490,1134.969291,0.000000,0.649260,-0.008090,0.021894,-0.760209
1532402934276182,396.758129,1134.936313,0.000000,0.649559,-0.008097,0.021766,-0.759956
1532402934277893,396.756559,1134.926656,0.000000,0.649647,-0.008100,0.021728,-0.759882
1532402934287159,396.748010,1134.874234,0.000000,0.650119,-0.008113,0.021516,-0.759484
1532402934287525,396.747667,1134.872147,0.000000,0.650137,-0.008114,0.021508,-0.759469
1532402934294957,396.740719,1134.829779,0.000000,0.650508,-0.008126,0.021333,-0.759157
1532402934296211,396.739712,1134.823266,0.000000,0.650586,-0.008128,0.021305,-0.759090
1532402934301214,396.734870,1134.794109,0.000000,0.650819,-0.008137,0.021186,-0.758893
1532402934315150,396.722071,1134.714906,0.000000,0.651516,-0.008170,0.020848,-0.758304
1532402934346202,396.694293,1134.539110,0.000000,0.653136,-0.008221,0.020008,-0.756932
1532402934346521,396.693118,1134.536781,0.000000,0.653087,-0.008202,0.020005,-0.756974
1532402934354844,396.686660,1134.490230,0.000000,0.653595,-0.008259,0.019751,-0.756541
1532402934362460,396.679931,1134.447140,0.000000,0.654000,-0.008311,0.019528,-0.756197
1532402934362689,396.679729,1134.445844,0.000000,0.654012,-0.008313,0.019521,-0.756187
1532402934369946,396.673467,1134.404933,0.000000,0.654403,-0.008380,0.019314,-0.755853
1532402934370339,396.673132,1134.402723,0.000000,0.654424,-0.008385,0.019303,-0.755835
1532402934376147,396.668189,1134.370053,0.000000,0.654740,-0.008457,0.019138,-0.755565
1532402934377893,396.666703,1134.360232,0.000000,0.654835,-0.008478,0.019088,-0.755483
1532402934385880,396.659926,1134.315390,0.000000,0.655269,-0.008579,0.018863,-0.755112
1532402934387525,396.658601,1134.306417,0.000000,0.655357,-0.008600,0.018817,-0.755035
1532402934396284,396.651041,1134.256786,0.000000,0.655833,-0.008727,0.018588,-0.754626
1532402934397423,396.650632,1134.252422,0.000000,0.655892,-0.008744,0.018558,-0.754576
1532402934404844,396.644662,1134.211938,0.000000,0.656292,-0.008851,0.018365,-0.754231
1532402934412460,396.638675,1134.170466,0.000000,0.656701,-0.008959,0.018166,-0.753879
1532402934420339,396.632465,1134.127564,0.000000,0.657123,-0.009070,0.017959,-0.753515
1532402934421234,396.631757,1134.122690,0.000000,0.657171,-0.009083,0.017936,-0.753474
1532402934427893,396.626448,1134.086041,0.000000,0.657518,-0.009187,0.017767,-0.753174
1532402934437525,396.618652,1134.031890,0.000000,0.657992,-0.009360,0.017546,-0.752762
1532402934437717,396.618497,1134.030811,0.000000,0.658001,-0.009364,0.017541,-0.752754
1532402934444958,396.612621,1133.990080,0.000000,0.658357,-0.009538,0.017404,-0.752444
1532402934446600,396.611287,1133.980841,0.000000,0.658439,-0.009524,0.017338,-0.752374
1532402934447423,396.610644,1133.976265,0.000000,0.658471,-0.009601,0.017359,-0.752345
1532402934456585,396.603318,1133.924983,0.000000,0.658884,-0.009861,0.017188,-0.751983
1532402934460230,396.600399,1133.904581,0.000000,0.659049,-0.009965,0.017118,-0.751839
1532402934491311,396.576142,1133.731015,0.000000,0.660506,-0.010807,0.016539,-0.750561
1532402934496368,396.572098,1133.702843,0.000000,0.660725,-0.010944,0.016452,-0.750368
1532402934504844,396.565736,1133.655384,0.000000,0.661177,-0.011143,0.016273,-0.749971
1532402934507591,396.563675,1133.640075,0.000000,0.661312,-0.011205,0.016220,-0.749852
1532402934512460,396.560047,1133.612969,0.000000,0.661551,-0.011315,0.016124,-0.749642
1532402934514516,396.558509,1133.601522,0.000000,0.661652,-0.011362,0.016084,-0.749553
1532402934520339,396.554132,1133.569099,0.000000,0.661937,-0.011493,0.015970,-0.749301
1532402934527893,396.548625,1133.527469,0.000000,0.662321,-0.011657,0.015817,-0.748963
1532402934531093,396.546505,1133.510293,0.000000,0.662497,-0.011715,0.015748,-0.748807
1532402934535183,396.543786,1133.488329,0.000000,0.662722,-0.011785,0.015658,-0.748609
1532402934537525,396.542224,1133.475748,0.000000,0.662851,-0.011826,0.015607,-0.748495
1532402934546700,396.536073,1133.426430,0.000000,0.663356,-0.011951,0.015414,-0.748049
1532402934547423,396.535615,1133.422584,0.000000,0.663389,-0.011961,0.015400,-0.748021
1532402934566721,396.522927,1133.319214,0.000000,0.664382,-0.012188,0.015163,-0.747140
1532402934588217,396.509189,1133.204143,0.000000,0.665541,-0.012416,0.015137,-0.746105
1532402934589843,396.508149,1133.195497,0.000000,0.665627,-0.012432,0.015148,-0.746028
1532402934596445,396.503922,1133.159942,0.000000,0.665988,-0.012493,0.015214,-0.745702
1532402934604844,396.498552,1133.115734,0.000000,0.666419,-0.012566,0.015305,-0.745314
1532402934605687,396.498013,1133.111252,0.000000,0.666464,-0.012573,0.015315,-0.745274
1532402934606906,396.497267,1133.104789,0.000000,0.666529,-0.012584,0.015329,-0.745215
1532402934612460,396.493845,1133.075341,0.000000,0.666829,-0.012630,0.015394,-0.744945
1532402934620339,396.488927,1133.033553,0.000000,0.667254,-0.012696,0.015486,-0.744561
1532402934627893,396.484297,1132.993302,0.000000,0.667676,-0.012762,0.015584,-0.744179
1532402934636991,396.479010,1132.944373,0.000000,0.668220,-0.012812,0.015706,-0.743688
1532402934637525,396.478698,1132.941500,0.000000,0.668251,-0.012815,0.015713,-0.743659
1532402934646778,396.473241,1132.891672,0.000000,0.668804,-0.012848,0.015852,-0.743159
1532402934652815,396.469783,1132.859356,0.000000,0.669134,-0.012864,0.015930,-0.742860
1532402934654844,396.468614,1132.848484,0.000000,0.669246,-0.012869,0.015954,-0.742758
1532402934659735,396.465795,1132.822276,0.000000,0.669517,-0.012878,0.016008,-0.742513
1532402934662484,396.464210,1132.807546,0.000000,0.669669,-0.012879,0.016027,-0.742375
1532402934670339,396.459665,1132.765782,0.000000,0.670111,-0.012878,0.016084,-0.741975
1532402934677893,396.455273,1132.725832,0.000000,0.670540,-0.012866,0.016140,-0.741586
1532402934680718,396.453626,1132.710891,0.000000,0.670700,-0.012862,0.016160,-0.741441
1532402934681921,396.452924,1132.704529,0.000000,0.670769,-0.012861,0.016171,-0.741379
1532402934687525,396.449693,1132.674891,0.000000,0.671090,-0.012857,0.016221,-0.741087
1532402934696555,396.444355,1132.627131,0.000000,0.671599,-0.012885,0.016291,-0.740624
1532402934697423,396.444148,1132.622541,0.000000,0.671665,-0.012888,0.016298,-0.740563
1532402934711816,396.436178,1132.546559,0.000000,0.672498,-0.012944,0.016370,-0.739804
1532402934727570,396.427530,1132.463843,0.000000,0.673402,-0.013003,0.016427,-0.738979
1532402934734781,396.423894,1132.425449,0.000000,0.673872,-0.013045,0.016421,-0.738550
1532402934746854,396.417686,1132.361075,0.000000,0.674659,-0.013121,0.016406,-0.737831
1532402934751004,396.415624,1132.339064,0.000000,0.674903,-0.013123,0.016329,-0.737609
1532402934756974,396.412626,1132.307360,0.000000,0.675262,-0.013107,0.016230,-0.737283
1532402934762460,396.409869,1132.278225,0.000000,0.675593,-0.013082,0.016124,-0.736983
1532402934770339,396.405964,1132.237049,0.000000,0.676057,-0.013042,0.015950,-0.736562
1532402934777893,396.402227,1132.197945,0.000000,0.676495,-0.013019,0.015743,-0.736164
1532402934781872,396.400246,1132.177345,0.000000,0.676725,-0.013007,0.015632,-0.735955
1532402934787525,396.397471,1132.148117,0.000000,0.677056,-0.012995,0.015466,-0.735654
1532402934796625,396.392827,1132.100954,0.000000,0.677579,-0.012981,0.015176,-0.735179
1532402934797423,396.392758,1132.097064,0.000000,0.677648,-0.012980,0.015150,-0.735116
